DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbComp,Internet,NbSmartPhone,HouseType,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,TripPurpose,TypeCommune,frequency,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,Choice,InVehicleTime,ModeToSchool,ReportedDuration,age,Weight
11,4,114,26,25,19.2,5.18,46,2,0,1,1,2,1,0,1,22,4,1,1947,1,3,1,5,3,2,2,1,2,2,1,0.0,-1,7,4,2,1,2,2,3,5,52.0,0,63,4,82,63,0.000409116
1,1,81,23,5,16.6,4.24,41,3,-1,1,1,2,1,1,1,12,4,1,1956,1,3,1,3,3,2,2,2,1,2,1,0.0,1,7,4,2,2,1,3,3,5,42.0,0,53,5,62,54,0.000409116
1,4,162,48,17,34.8,8.06,86,2,0,1,0,1,1,0,1,11,6,1,1959,1,2,1,3,4,2,2,1,2,2,1,0.0,1,7,4,2,4,-1,3,1,5,84.0,0,97,3,120,51,0.000109132
9,4,127,42,24,19.2,4.68,46,2,0,1,0,1,1,0,1,11,6,1,1959,1,2,1,3,4,2,2,1,2,2,1,0.0,3,7,4,2,4,-1,3,1,5,46.0,1,61,3,60,51,0.000109132
1,0,29,26,0,5.2,0.34,2,2,0,1,0,1,1,0,1,20,6,1,1950,1,2,1,1,3,1,2,2,2,2,1,2.6,2,7,4,2,1,3,2,1,5,1.0,2,3,4,17,60,0.000409116
1,0,29,26,0,5.2,0.34,2,2,0,1,0,1,1,0,1,20,6,1,1950,1,2,1,1,3,1,2,2,2,2,1,2.6,1,7,4,2,1,3,2,1,5,1.0,2,3,4,17,60,0.000409116
8,3,76,30,8,13.4,2.65,26,4,1,2,1,4,1,1,1,13,6,2,1958,1,3,2,2,7,2,2,2,2,2,1,13.4,3,7,4,2,3,1,2,3,5,25.5,1,38,5,25,52,0.000144039
2,12,271,62,42,62.0,38.46,308,4,1,2,1,4,1,1,1,13,6,2,1958,1,3,2,2,7,2,2,2,2,2,1,62.0,2,7,4,6,3,1,2,3,5,419.0,1,167,5,87,52,0.000144039
3,2,87,19,3,19.2,4.96,45,4,1,3,1,4,1,1,1,13,6,2,1993,1,6,8,8,2,2,2,2,1,2,3,0.0,1,7,4,2,4,1,1,4,5,51.0,0,65,8,137,17,0.002195453
10,2,71,24,5,9.6,2.46,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,9.6,3,7,4,1,-2,-2,-2,-2,5,23.0,0,42,-2,-1,-1,0.000409116
1,0,55,32,0,10.0,1.77,26,3,0,2,0,3,1,1,1,12,-1,2,1980,1,6,8,4,5,1,2,2,1,2,3,5.0,1,7,4,2,3,3,3,4,5,14.5,0,23,5,31,30,0.000232084
3,2,73,15,10,9.6,2.38,23,3,0,2,0,3,1,1,1,12,-1,2,1980,1,6,8,4,5,1,2,2,1,2,3,4.8,1,7,4,1,3,3,3,4,5,24.0,0,48,5,64,30,0.000232084
3,4,114,34,21,19.2,4.29,40,3,0,2,0,3,1,1,1,12,-1,2,1991,1,7,8,8,4,1,2,2,2,1,3,9.6,1,7,4,2,3,3,3,1,5,42.0,0,59,3,121,19,0.000146391
1,5,246,88,13,56.0,13.26,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,56.0,-1,7,4,5,-2,-2,-2,-2,5,135.0,0,145,-2,284,-1,0.000409116
1,0,35,26,0,7.6,1.02,12,1,0,0,0,1,1,0,1,13,4,2,1958,1,1,2,2,6,1,2,2,1,2,2,3.8,1,7,4,2,3,3,2,3,5,6.5,0,9,5,11,52,9.82e-05
10,3,137,16,15,42.2,17.27,134,1,0,0,0,1,1,0,1,13,4,2,1958,1,1,2,2,6,1,2,2,1,2,2,21.1,3,7,4,2,3,3,2,3,5,185.0,0,106,5,128,52,9.82e-05
1,0,47,24,0,10.0,1.75,26,2,0,1,0,4,1,0,1,18,6,1,1957,1,4,1,6,6,1,2,2,2,2,1,5.0,1,7,4,2,2,2,3,2,5,15.0,1,23,5,55,53,0.000109132
1,4,131,50,17,19.2,4.08,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,19.2,2,7,4,2,-2,-2,-2,-2,5,42.0,0,64,-2,67,-1,0.000258025
4,2,79,38,2,14.0,4.24,40,2,0,1,0,2,1,0,1,23,4,2,1953,1,2,2,2,6,1,2,2,1,2,1,7.0,3,7,4,2,-1,-1,3,4,5,44.0,0,39,3,47,57,9.82e-05
6,3,123,12,26,43.6,11.7,84,2,0,1,0,2,1,0,1,23,4,2,1953,1,2,2,2,6,1,2,2,1,2,1,21.8,3,7,4,1,-1,-1,3,4,5,128.0,0,85,3,117,57,9.82e-05
1,3,150,59,24,22.0,4.82,46,2,0,1,0,2,1,1,2,0,2,1,1990,1,7,8,5,3,2,2,2,2,2,1,22.0,1,7,4,2,1,1,3,4,5,50.0,1,67,5,50,20,0.000967286
3,5,240,51,56,80.0,17.12,121,9,1,2,0,5,1,0,1,2,3,2,1991,1,5,8,6,2,2,2,1,2,2,3,0.0,2,7,4,2,3,3,3,4,5,187.0,0,133,4,176,19,0.002195453
5,2,66,24,8,9.6,2.55,26,9,1,2,0,5,1,0,1,2,3,2,1991,1,5,8,6,2,2,2,1,2,2,3,0.0,-1,7,4,1,3,3,3,4,5,24.0,0,34,4,55,19,0.002195453
3,4,253,51,16,28.2,7.37,80,3,1,1,0,1,1,0,1,3,3,2,1978,1,3,2,8,6,2,2,2,2,2,1,28.2,2,7,4,4,3,2,2,2,5,74.5,1,186,5,-1,32,0.000232084
7,1,63,33,9,10.0,1.73,25,3,-1,2,-1,3,1,1,1,25,6,1,1956,1,3,2,8,6,1,2,2,1,2,1,5.0,3,7,4,2,2,2,-1,3,5,15.0,1,21,4,28,54,0.000109132
1,4,137,44,12,20.6,4.56,42,3,-1,2,-1,2,1,1,1,22,6,2,1950,1,3,1,6,3,1,2,2,1,2,1,10.3,1,7,4,2,-1,-1,-1,3,5,46.0,0,81,5,-1,60,0.000367986
1,6,358,133,62,57.0,10.8,120,3,0,1,0,2,1,-1,2,3,3,1,1956,1,4,1,3,5,2,2,2,2,2,1,57.0,-1,7,4,6,2,2,3,3,5,114.0,1,163,3,150,54,0.000109132
1,3,91,18,25,19.4,5.79,46,1,0,1,0,1,1,0,2,10,4,2,1966,1,1,1,3,6,2,2,2,2,2,1,19.4,1,7,4,1,3,2,-1,1,5,63.0,1,48,5,53,44,9.82e-05
1,9,358,69,51,86.2,21.45,178,3,0,1,1,2,1,0,2,10,6,1,1956,1,3,1,1,6,1,2,2,2,2,1,43.1,2,7,4,4,3,2,1,4,5,223.0,1,238,5,275,54,0.000109132
9,4,120,30,38,19.2,4.76,48,2,0,1,0,1,1,0,1,19,6,2,1938,2,2,6,6,3,1,2,2,1,2,1,9.6,3,7,4,2,3,-1,-1,3,5,46.0,0,52,5,135,72,0.000288998
1,8,265,58,72,67.6,7.02,78,4,1,2,-1,4,1,2,1,18,4,1,1963,1,2,1,3,3,1,2,2,2,2,1,33.8,2,7,3,3,3,2,2,3,5,73.0,1,135,4,110,47,0.000409116
4,0,27,14,0,3.8,0.98,12,2,0,1,0,2,1,0,1,33,5,2,1949,1,2,4,4,3,1,2,2,1,2,2,2.2,3,7,3,1,1,2,2,3,5,7.5,1,13,3,13,61,0.000367986
-1,2,91,30,10,16.8,3.53,46,2,0,1,0,1,1,0,1,61,5,1,1948,1,2,1,6,3,2,2,2,1,2,2,0.0,3,7,3,2,1,2,2,-1,5,32.0,0,51,4,62,62,0.000409116
4,0,22,16,0,3.8,0.63,8,2,0,1,0,0,2,0,2,35,2,1,1931,-1,2,9,-1,3,1,2,2,1,2,1,2.2,3,7,3,1,-1,2,1,2,5,5.5,0,6,5,30,79,0.0003213
6,2,46,14,4,9.6,2.01,26,2,0,1,0,0,2,0,2,35,2,1,1931,1,2,9,-1,3,1,2,2,1,2,1,4.8,3,7,3,1,-1,2,1,2,5,19.0,0,28,5,60,79,0.0003213
1,5,144,60,29,19.2,4.54,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,19.2,1,7,3,2,-1,-1,-1,4,5,47.0,1,55,-1,55,-1,0.000367986
1,0,122,102,0,13.6,2.2,31,5,1,1,0,2,1,0,1,12,4,1,1960,3,3,1,6,6,1,2,2,1,2,1,6.8,1,7,3,4,3,1,1,4,5,18.5,0,20,3,160,50,0.000109132
1,4,209,70,14,24.4,4.94,54,3,1,2,0,1,1,1,1,2,4,2,1967,1,3,2,6,3,2,2,2,2,2,1,24.4,2,7,3,3,4,2,3,2,5,50.5,1,125,4,55,43,0.000367986
1,6,181,22,27,24.8,3.22,46,3,1,2,0,2,1,1,1,2,5,1,1968,1,7,1,7,3,1,2,2,2,2,1,12.4,1,7,3,2,3,2,2,3,5,32.0,1,132,3,60,42,0.000409116
1,4,181,36,33,23.9,6.8,66,2,0,1,0,2,1,1,1,47,3,1,1962,1,7,1,5,3,2,2,2,2,2,1,23.9,2,7,3,2,1,2,3,3,5,70.0,1,112,5,89,48,0.000409116
1,2,74,19,5,12.9,3.29,35,1,0,0,0,0,2,0,2,3,2,2,1958,3,1,2,6,3,1,2,2,2,2,3,6.45,1,7,3,1,-1,-1,-1,1,5,33.0,0,50,3,60,52,0.000367986
1,2,80,34,2,16.8,3.33,46,2,0,1,0,1,1,0,2,2,4,2,1975,1,2,2,6,3,1,2,2,1,2,1,8.4,1,7,3,2,4,2,3,4,5,32.0,0,44,5,60,35,0.00087004
1,2,130,44,9,22.0,6.63,70,2,0,1,0,1,1,0,2,2,4,1,1973,1,2,2,3,3,2,2,1,2,2,1,0.0,1,7,3,2,4,-1,2,3,5,65.0,0,77,4,102,37,0.000967286
1,1,38,12,0,8.4,1.67,22,3,0,2,0,1,1,0,2,3,4,2,1967,1,2,1,6,3,1,2,2,2,2,1,4.2,1,7,3,1,1,2,3,4,5,16.0,1,26,4,25,43,0.000367986
1,2,42,15,1,9.2,1.72,22,2,0,1,0,1,1,0,2,2,4,2,1954,1,7,2,6,4,1,2,2,2,2,2,4.6,1,7,3,1,4,-1,-1,3,5,16.0,0,26,4,-1,56,9.82e-05
1,2,64,20,1,12.9,3.54,36,3,-1,1,-1,2,1,-1,1,18,2,2,1958,1,3,2,6,5,1,2,2,1,2,2,6.45,1,7,3,1,4,1,2,4,5,36.0,0,43,5,40,52,9.82e-05
10,0,15,9,0,3.8,0.59,8,3,-1,1,-1,2,1,-1,1,18,2,2,1958,1,3,2,6,5,1,2,2,1,2,2,2.2,3,7,3,1,4,1,2,4,5,5.5,0,6,5,12,52,9.82e-05
1,0,25,22,0,3.0,0.41,6,2,0,2,0,1,1,-1,1,9,6,1,1948,1,2,1,3,3,1,2,2,2,2,1,2.2,1,7,3,1,4,2,2,3,5,4.0,1,3,5,15,62,0.000409116
8,0,134,88,0,10.6,2.3,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,10.6,3,7,3,2,-1,-1,-1,3,5,22.0,1,46,-1,14,-1,0.000109132
4,2,107,30,17,16.6,1.18,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,16.6,3,7,3,1,-1,-1,-1,-1,5,12.0,1,60,-1,15,-1,0.001636675
8,0,38,24,0,5.3,0.91,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,5.3,3,7,3,1,-1,-1,-1,-1,5,8.5,1,14,-1,15,-1,0.000113121
8,0,14,6,0,4.0,0.76,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,4.0,3,7,3,1,-1,-1,-1,-1,5,7.0,1,8,-1,5,-1,0.000144039
3,2,85,24,2,14.8,4.39,58,3,1,1,0,1,1,0,1,20,-1,2,-1,1,6,8,-1,5,1,2,2,1,2,-1,7.4,1,7,3,2,-1,4,4,1,5,40.0,0,59,3,74,-1,9.82e-05
10,1,62,6,15,8.0,1.28,18,3,1,1,0,1,1,0,1,20,-1,2,-1,1,6,8,-1,5,1,2,2,1,2,-1,4.0,3,7,3,2,-1,4,4,1,5,13.0,0,41,3,30,-1,0.000232084
2,0,44,20,0,10.6,1.66,24,3,1,3,0,2,1,0,1,15,1,1,1960,1,3,1,1,3,2,2,2,2,2,1,10.6,1,7,3,2,4,-1,-1,1,5,16.0,1,24,4,30,50,0.000409116
6,0,29,16,0,8.0,0.82,10,3,1,3,0,2,1,0,1,15,1,1,1960,1,3,1,1,3,2,2,2,2,2,1,8.0,3,7,3,2,4,-1,-1,1,5,8.0,1,13,4,20,50,0.000409116
-1,0,111,18,0,36.0,8.82,94,2,0,1,0,0,2,0,1,45,2,1,1929,1,2,9,5,2,1,2,2,1,2,1,18.0,3,7,3,6,1,2,2,3,5,65.5,0,93,4,99,81,0.00303431
9,4,143,18,30,42.0,9.32,75,6,0,3,2,4,1,0,1,28,4,1,1961,1,3,1,6,3,1,2,2,2,2,1,21.0,3,7,3,1,3,-1,3,1,5,100.0,1,95,3,90,49,0.000409116
11,0,18,16,0,2.0,0.16,1,6,0,3,2,4,1,0,1,47,4,2,1961,1,3,2,6,3,1,2,2,1,2,2,2.2,3,7,3,1,1,2,3,1,5,0.7,2,2,3,3,49,0.000367986
9,9,322,48,84,31.6,7.17,98,2,0,2,0,1,1,2,1,4,5,1,1968,1,2,1,6,4,2,2,2,2,2,1,31.6,-1,7,3,3,4,1,2,1,5,75.0,1,190,6,53,42,0.000109132
9,9,316,49,93,31.6,6.28,85,2,0,2,0,1,1,2,1,4,5,2,1977,1,2,2,1,3,2,2,2,2,2,1,31.6,-1,7,3,3,3,2,2,2,5,65.0,1,174,5,53,33,0.00087004
4,0,61,36,0,10.6,1.48,20,2,0,2,0,1,1,0,1,70,3,1,1933,1,2,9,8,3,1,2,2,2,2,1,5.3,3,7,3,2,-1,-1,4,3,5,14.5,0,25,5,25,77,0.0003213
11,2,115,60,3,27.3,4.32,57,2,0,2,0,1,1,0,1,38,6,1,1942,1,2,9,3,4,1,2,2,2,2,1,13.65,3,7,3,3,1,2,2,3,5,39.5,1,52,5,55,68,8.57e-05
4,6,233,35,39,45.0,3.6,50,2,0,2,0,1,1,0,1,38,5,2,1945,1,2,9,8,2,1,2,2,2,2,1,22.5,-1,7,3,5,1,2,2,1,5,32.7,1,159,4,75,65,0.00115614
1,4,142,40,32,28.8,2.44,34,3,1,1,0,1,1,0,2,3,3,2,1984,1,3,2,6,3,2,2,2,2,2,1,28.8,1,7,3,2,4,2,3,3,5,24.0,1,70,4,40,26,0.00087004
6,0,93,93,0,0.0,0.14,1,2,0,2,0,2,1,0,1,29,3,1,1958,1,7,1,7,3,1,2,2,2,2,1,2.2,3,7,3,1,1,2,3,3,5,0.7,2,0,5,180,52,0.000409116
1,1,85,30,6,23.0,2.7,25,3,0,3,0,1,1,0,1,8,5,2,1955,1,2,1,6,4,2,2,2,2,2,1,23.0,1,7,3,1,4,-1,-1,4,5,28.0,1,49,4,30,55,9.82e-05
4,3,108,62,16,21.8,4.45,44,3,0,3,0,1,1,0,1,8,5,2,1955,1,2,1,6,4,2,2,2,2,2,1,21.8,3,7,3,2,4,-1,-1,4,5,46.0,1,30,4,90,55,9.82e-05
1,5,254,86,41,43.4,10.23,84,2,0,0,0,2,1,0,1,1,5,2,1977,1,5,2,6,7,2,2,1,2,2,3,0.0,1,7,3,2,3,2,2,1,5,109.0,0,127,5,175,33,0.000340556
1,4,199,92,17,28.8,6.08,66,2,0,1,1,1,1,0,1,8,4,2,1957,1,5,2,6,3,2,2,2,2,2,2,28.8,-1,7,3,5,1,2,2,4,5,58.5,1,90,5,95,53,0.000367986
7,2,94,32,8,20.4,5.1,55,2,0,2,0,2,1,0,1,3,6,1,1974,1,2,2,6,3,2,2,1,2,2,1,0.0,3,7,3,3,3,1,-1,3,5,54.2,1,54,5,55,36,0.000967286
1,1,53,22,6,10.2,2.65,27,2,0,2,0,2,1,0,1,3,6,2,1983,1,2,2,6,3,1,2,2,2,2,1,5.1,1,7,3,1,2,1,2,1,5,27.0,1,25,4,25,27,0.00087004
9,0,7,7,0,0.0,0.0,7,2,0,2,0,2,1,0,1,3,6,2,1983,1,2,2,6,3,1,2,2,2,2,1,2.2,3,7,3,1,2,1,2,1,5,0.7,2,0,4,7,27,0.00087004
1,12,525,159,55,64.6,22.49,219,6,0,2,1,8,1,2,1,21,5,1,1961,1,3,1,3,3,2,2,2,2,2,1,64.6,1,7,3,6,-1,3,3,4,5,234.5,1,311,4,260,49,0.000409116
10,11,449,111,150,42.4,10.67,98,5,0,3,0,2,1,1,1,7,6,2,1989,1,6,2,6,5,1,1,2,2,2,1,21.2,3,7,3,4,2,2,2,4,5,112.5,1,188,5,100,21,0.000232084
3,1,81,31,7,3.8,2.83,27,4,1,2,0,4,1,0,1,12,4,1,-1,1,6,8,-1,-1,2,2,2,1,2,3,0.0,1,7,3,1,4,2,1,1,5,29.0,0,43,3,55,-1,8.57e-05
1,3,105,28,20,16.6,3.75,33,1,0,0,0,2,1,0,2,11,2,2,1965,1,1,2,1,2,2,2,1,2,2,1,0.0,1,7,3,2,2,4,4,3,5,40.5,0,57,4,81,45,0.001472131
4,2,107,57,17,8.4,1.65,22,2,0,2,1,2,1,1,1,13,5,2,1959,1,2,2,7,2,2,2,2,2,2,1,8.4,3,7,3,3,2,2,2,4,5,15.5,1,33,4,27,51,0.001472131
4,0,27,20,0,5.6,0.56,6,2,0,2,1,2,1,1,1,13,5,2,1959,1,2,2,7,2,2,2,2,2,2,1,5.6,3,7,3,2,2,2,2,4,5,6.0,1,7,4,12,51,0.001472131
1,3,181,97,13,15.8,4.8,52,2,0,2,1,2,1,1,1,12,5,1,1961,1,2,1,3,4,2,2,2,2,2,2,15.8,2,7,3,4,3,2,2,4,5,51.5,1,71,4,116,49,0.000109132
1,3,201,129,28,15.0,3.43,40,2,0,2,0,1,1,0,1,1,5,2,1956,1,5,2,6,4,1,2,2,2,2,1,7.5,2,7,3,4,1,2,-1,3,5,33.5,1,44,5,44,54,9.82e-05
4,2,147,40,14,23.2,5.28,52,3,1,0,0,1,1,0,2,14,4,1,1957,1,3,1,3,6,1,2,2,2,2,2,11.6,3,7,3,2,3,1,2,3,5,55.0,0,93,4,102,53,0.000109132
4,0,4,4,0,0.0,0.82,2,2,0,1,1,1,1,0,1,40,3,1,1946,1,2,9,6,3,2,2,2,2,2,1,0.0,3,7,3,1,2,2,2,3,5,1.1,1,0,5,4,64,0.000409116
8,0,2,0,0,0.0,0.21,3,2,0,1,1,1,1,0,1,40,3,1,1946,1,2,9,6,3,2,2,2,2,2,1,0.0,3,7,3,1,2,2,2,3,5,1.3,1,2,5,5,64,0.000409116
1,0,30,30,0,0.0,0.0,30,4,0,2,0,3,1,0,2,17,6,1,1960,1,3,1,6,3,2,2,2,2,2,2,0.0,-1,7,3,6,1,2,2,4,5,3.0,2,0,3,30,50,0.000409116
1,0,69,44,0,7.6,1.17,16,2,0,2,1,1,1,0,1,33,3,1,1950,1,2,1,6,3,2,2,2,2,2,1,7.6,2,7,3,2,1,2,3,1,5,12.0,1,25,4,20,60,0.000409116
1,0,69,44,0,7.6,1.18,16,2,0,2,1,1,1,0,1,33,3,1,1950,1,2,1,6,3,2,2,2,2,2,1,7.6,1,7,3,2,1,2,3,1,5,12.0,1,25,4,20,60,0.000409116
7,0,65,53,0,7.6,1.04,14,2,0,2,1,1,1,0,1,33,3,2,1954,1,2,2,6,3,2,2,2,2,2,1,7.6,3,7,3,2,2,2,2,3,5,9.0,1,12,5,20,56,0.000367986
6,0,65,40,0,7.6,41.11,271,2,0,2,1,1,1,0,1,33,3,2,1954,1,2,2,6,3,2,2,2,2,2,1,7.6,3,7,3,2,2,2,2,3,5,443.0,1,25,5,40,56,0.000367986
11,0,2,2,0,0.0,0.24,2,2,0,2,1,1,1,0,1,33,3,2,1954,1,2,2,6,3,2,2,2,2,2,1,0.0,3,7,3,2,2,2,2,3,5,1.4,1,0,5,10,56,0.000367986
8,2,141,44,14,7.6,3.64,47,2,0,1,0,0,2,0,1,40,3,1,1945,1,-1,9,3,3,2,2,2,2,2,1,7.6,3,7,3,2,-1,-1,-1,3,5,38.0,1,83,5,40,65,0.0003213
7,5,95,16,20,2.8,4.33,35,2,0,1,1,2,2,0,2,2,4,2,1942,1,2,9,8,2,2,2,2,2,2,1,2.8,3,7,3,1,1,2,2,3,5,48.0,1,59,4,50,68,0.00115614
8,4,98,25,14,25.0,5.39,44,2,0,1,1,2,1,0,2,2,4,1,1948,1,2,9,6,3,2,2,2,2,2,1,25.0,3,7,3,1,1,1,2,3,5,59.0,1,59,4,50,62,0.000409116
7,0,2,0,0,0.0,0.27,2,2,0,2,0,1,1,0,1,2,4,1,1941,1,2,9,6,3,2,2,2,2,2,1,0.0,3,7,3,1,-1,2,-1,3,5,1.7,1,2,5,7,69,0.0003213
1,4,153,83,16,13.0,5.41,62,1,0,1,1,1,1,0,2,2,3,2,1983,1,1,1,6,3,2,2,2,2,2,1,13.0,2,7,3,3,3,-1,-1,1,5,53.5,1,54,3,75,27,0.00087004
1,0,2,0,0,0.0,0.11,1,2,1,1,0,1,1,0,1,4,3,2,1967,1,4,2,1,3,2,2,2,2,2,1,0.0,1,7,3,1,1,3,3,2,5,0.5,2,2,5,3,43,0.000367986
8,1,80,33,6,7.6,2.71,25,2,1,1,0,1,1,0,1,4,3,2,1967,1,4,2,1,3,2,2,2,2,2,1,7.6,3,7,3,1,1,3,3,2,5,28.0,1,41,5,25,43,0.000367986
9,0,27,22,0,2.8,0.39,5,2,1,1,0,1,1,0,1,4,3,2,1967,1,4,2,1,3,2,2,2,2,2,1,2.8,3,7,3,1,1,3,3,2,5,3.0,1,5,5,5,43,0.000367986
2,4,185,32,24,9.6,4.01,51,4,2,2,0,2,1,0,1,5,3,1,1971,1,3,1,6,3,2,2,1,2,2,1,0.0,1,7,3,2,4,2,2,4,5,42.0,0,129,3,223,39,0.000967286
2,2,106,48,12,14.8,4.98,51,4,2,2,0,2,1,0,1,5,3,1,1971,1,3,1,6,3,2,2,1,2,2,1,0.0,1,7,3,2,4,2,2,4,5,51.0,0,46,3,58,39,0.000967286
1,2,115,30,52,5.6,1.73,24,1,0,1,0,1,1,0,2,7,4,2,1948,1,1,1,2,6,1,2,2,2,2,1,2.8,2,7,3,2,1,2,1,1,5,17.0,1,33,4,40,62,9.82e-05
1,2,115,30,50,5.6,1.73,24,1,0,1,0,1,1,0,2,7,4,2,1948,1,1,1,2,6,1,2,2,2,2,1,2.8,2,7,3,2,1,2,1,1,5,17.0,2,35,-1,50,62,9.82e-05
1,2,92,30,29,5.6,1.73,24,1,0,1,0,1,1,0,2,7,4,2,1948,1,1,1,2,6,1,2,2,2,2,1,2.8,1,7,3,2,1,2,1,1,5,17.0,1,33,-1,40,62,9.82e-05
11,6,489,78,392,19.2,5.22,49,1,0,1,0,1,1,0,2,7,4,2,1948,1,1,1,2,6,1,2,2,2,2,1,9.6,3,7,3,2,1,2,1,1,5,55.0,1,19,-1,60,62,9.82e-05
1,4,144,48,36,5.6,3.25,34,4,2,2,0,1,1,1,1,7,4,1,1972,1,3,1,6,3,1,2,2,2,2,1,2.8,1,7,3,2,3,2,2,3,5,34.0,1,60,4,42,38,0.000967286
3,3,130,35,17,10.2,5.18,53,4,2,2,0,1,1,1,1,7,4,1,1972,1,3,1,6,3,1,2,2,2,2,1,5.1,1,7,3,2,3,2,2,3,5,53.0,1,78,4,65,38,0.000967286
1,4,160,54,30,5.6,3.25,34,4,2,2,0,1,1,1,1,7,4,1,1972,1,3,1,6,3,1,2,2,2,2,1,2.8,1,7,3,2,3,2,2,3,5,34.0,1,76,4,55,38,0.000967286
4,0,59,50,0,5.6,0.7,10,3,1,1,0,3,1,0,1,6,5,1,1974,1,3,1,3,4,1,1,2,2,2,1,2.8,3,7,3,2,3,2,2,3,5,7.0,1,9,5,20,36,0.000258025
1,0,2,0,0,0.0,0.25,3,3,0,2,1,2,1,0,1,24,4,2,1954,1,3,2,6,3,2,2,2,2,2,1,0.0,1,7,3,1,1,2,2,4,5,1.4,2,2,5,5,56,0.000367986
7,9,260,53,47,56.3,12.28,113,2,0,0,1,1,1,0,1,29,3,2,1951,1,3,2,6,3,1,2,2,2,2,-1,28.15,3,7,3,6,1,3,3,3,5,123.5,0,160,5,295,59,0.000367986
1,0,43,32,0,2.8,0.75,10,3,-1,2,1,1,1,0,1,55,3,1,1952,1,3,1,5,3,2,2,2,2,2,1,2.8,1,7,3,1,2,2,2,4,5,6.0,1,11,5,15,58,0.000409116
4,0,2,2,0,0.0,0.16,1,6,3,1,-1,1,1,-1,1,8,4,2,1968,1,3,6,8,3,1,2,2,2,2,2,2.2,3,7,3,1,1,2,2,3,5,0.6,2,0,5,2,42,0.000367986
11,0,10,10,0,0.0,0.08,1,6,3,1,-1,1,1,-1,1,8,4,2,1968,1,3,6,8,3,1,2,2,2,2,2,2.2,3,7,3,1,1,2,2,3,5,0.5,2,0,5,5,42,0.000367986
3,6,222,57,26,56.1,10.88,105,4,0,1,0,3,1,0,1,20,5,1,1990,1,6,8,2,5,2,2,1,2,2,3,0.0,1,7,3,3,3,3,3,1,5,114.7,0,139,4,215,20,0.000258025
1,3,117,41,39,7.6,2.1,29,4,2,1,0,1,1,1,1,6,5,2,1973,1,3,2,6,4,1,2,2,2,2,2,3.8,1,7,3,2,3,2,2,4,5,22.0,1,37,4,30,37,0.000232084
1,0,54,25,0,2.2,1.7,22,4,2,1,0,1,1,1,1,6,5,1,1970,1,3,1,1,6,1,2,2,2,1,1,2.2,1,7,3,2,2,1,1,1,5,18.5,1,29,4,24,40,0.000109132
10,3,82,22,22,7.6,2.45,28,4,2,1,0,1,1,1,1,6,5,1,1970,1,3,1,1,6,1,2,2,2,1,1,3.8,3,7,3,2,2,1,1,1,5,26.4,1,38,4,29,40,0.000109132
2,0,30,20,0,2.8,0.62,8,3,0,3,0,3,1,0,1,22,5,2,1955,1,3,6,6,3,1,2,2,2,2,1,2.2,1,7,3,1,-1,4,-1,3,5,5.5,1,10,4,15,55,0.000367986
7,3,70,26,9,10.2,2.31,27,3,0,3,0,3,1,0,1,22,5,2,1955,1,3,6,6,3,1,2,2,2,2,1,5.1,3,7,3,1,-1,4,-1,3,5,25.0,1,35,4,30,55,0.000367986
4,0,15,14,0,2.2,0.11,1,2,0,1,0,1,1,0,1,36,3,1,1950,1,2,1,6,3,2,2,2,2,2,1,2.2,3,7,3,1,-1,-1,-1,3,5,0.4,1,1,4,5,60,0.000409116
7,8,208,33,45,53.1,10.99,92,4,0,3,0,2,1,0,1,70,4,1,1938,1,3,9,8,6,2,2,1,2,2,1,0.0,3,7,3,2,-1,2,2,3,5,119.0,0,130,5,211,72,8.57e-05
1,1,89,29,7,10.2,3.79,42,3,1,2,0,1,1,0,2,0,4,2,1991,1,6,1,-1,3,1,2,2,2,2,1,5.1,1,7,3,2,4,1,1,4,5,40.0,1,53,4,60,19,0.000548793
