DestAct,NbTransf,NbHousehold,NbCar,NbMoto,NbComp,Internet,NbSmartPhone,HouseType,YearsInHouse,Income,Gender,Mothertongue,FamilSitu,OccupStat,SocioProfCat,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,TripPurpose,TypeCommune,frequency,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,Choice,ModeToSchool,age
4,1,4,2,0,2,1,0,1,4,4,2,1,3,2,6,3,2,2,2,2,2,1,3,6,2,1,1,2,3,3,4,5.5,1,5,42
2,0,4,2,0,2,1,0,1,4,4,2,1,3,2,6,3,2,2,2,2,2,1,1,6,2,2,1,2,3,3,4,7.0,1,5,42
9,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,3,1,4,1,-2,-2,-2,-2,3,28.0,1,-2,-1
6,0,2,2,0,2,1,0,1,8,5,1,2,2,2,6,6,2,2,2,2,2,1,3,1,4,2,1,2,1,1,3,3.5,1,8,63
7,1,2,2,0,2,1,0,1,8,5,1,2,2,2,6,6,2,2,2,2,2,1,3,1,4,2,1,2,1,1,3,2.5,2,8,63
6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,3,1,4,1,-1,-1,-1,-1,3,40.0,1,-1,-1
3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,1,4,6,-1,-1,-1,-1,3,9.6,1,-1,-1
1,3,5,1,0,2,1,2,1,10,5,1,2,3,1,3,6,1,1,2,2,2,1,1,1,4,2,2,2,1,3,3,121.0,0,4,38
1,0,3,1,0,2,1,1,2,-1,5,2,2,3,2,6,3,1,2,2,2,2,3,1,1,4,2,4,1,1,2,3,13.5,0,3,29
9,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,3,1,4,3,-2,-2,-2,-2,3,85.9,0,-2,-1
9,0,3,1,-1,2,1,1,1,12,6,1,2,3,1,1,7,1,2,2,2,2,1,3,1,4,3,3,2,2,4,3,41.9,0,3,55
1,0,5,1,0,4,1,1,1,17,4,1,2,3,2,2,7,1,2,2,2,2,2,1,1,4,2,3,2,2,3,3,3.2,2,4,52
1,0,5,1,0,4,1,1,1,17,4,1,2,3,2,2,7,1,2,2,2,2,2,1,1,4,2,3,2,2,3,3,3.2,2,4,52
11,2,2,1,0,0,2,-1,-1,50,4,1,2,2,9,3,7,2,2,2,2,2,1,3,1,4,1,1,2,-1,4,3,42.0,1,-1,77
10,3,2,1,0,0,2,-1,-1,50,4,1,2,2,9,3,7,2,2,2,2,2,1,3,1,4,1,1,2,-1,4,3,231.0,1,-1,77
6,0,5,2,1,5,1,3,1,20,6,1,2,3,1,1,7,2,2,1,2,2,1,3,1,4,1,3,2,2,4,3,1.9,1,4,48
1,0,3,1,0,3,1,0,1,3,4,1,2,2,1,6,3,2,2,2,2,2,1,2,1,4,2,3,3,-1,4,3,2.5,2,4,42
1,0,3,1,0,3,1,0,1,3,4,1,2,2,1,6,3,2,2,2,2,2,1,1,1,4,2,3,3,-1,4,3,2.5,2,4,42
1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,2,1,4,2,-1,-1,2,1,3,7.6,2,3,-1
4,0,1,-1,-1,-1,2,0,1,40,3,2,2,1,9,8,3,1,2,2,2,2,3,3,1,4,2,-1,2,3,2,3,2.7,0,-1,80
11,2,5,1,0,1,1,0,1,4,5,1,2,3,1,4,6,2,2,2,2,2,2,3,1,4,2,3,2,2,3,3,22.0,0,4,40
3,3,4,2,0,3,1,2,1,5,4,1,2,3,2,3,3,1,2,2,2,2,1,1,1,4,1,3,2,3,3,3,191.0,0,3,52
8,0,4,2,0,3,1,2,1,5,4,2,2,3,2,6,3,2,2,2,2,2,2,3,1,4,1,4,2,1,3,3,1.1,1,4,46
1,6,2,1,0,3,1,2,2,1,6,2,2,2,2,3,7,2,2,1,2,2,2,2,1,4,3,4,1,1,3,3,180.5,0,3,37
7,4,2,1,0,2,1,0,1,29,4,2,2,2,1,3,7,2,2,1,2,2,2,3,1,4,1,3,2,2,3,3,122.0,0,5,30
1,3,4,1,0,2,1,0,1,10,5,1,2,3,1,3,3,1,2,2,2,2,1,1,1,4,1,2,3,-1,4,3,57.0,1,4,47
6,1,5,1,0,2,1,0,1,3,5,2,2,2,4,2,6,1,2,2,2,2,2,3,1,4,2,3,2,1,3,3,2.9,1,5,42
3,0,5,1,0,2,1,0,1,3,5,2,2,2,4,2,6,1,2,2,2,2,2,1,1,4,2,3,2,1,3,3,1.9,2,5,42
8,0,5,1,0,2,1,0,1,3,5,1,2,3,2,4,7,1,2,2,2,2,1,-1,1,4,3,1,2,3,3,3,7.0,1,7,45
1,0,5,1,0,2,1,0,1,3,5,1,2,3,2,4,7,1,2,2,2,2,1,2,1,4,3,1,2,3,3,3,6.0,1,7,45
4,0,2,1,0,1,1,0,1,38,4,1,2,2,9,8,3,1,2,2,2,2,1,3,4,4,3,1,2,2,2,3,14.3,1,4,68
7,2,2,1,0,1,1,0,1,38,4,2,1,2,9,8,2,1,2,2,2,2,1,3,4,4,2,1,2,2,4,3,30.0,1,4,66
9,0,2,1,0,0,1,0,1,36,5,1,2,2,1,3,3,2,2,2,2,2,1,3,4,4,1,3,-1,-1,4,3,2.2,1,4,63
9,1,2,1,0,0,1,0,1,36,5,1,2,2,1,3,3,2,2,2,2,2,1,3,4,4,1,3,-1,-1,4,3,12.0,1,4,63
1,1,4,2,1,3,1,0,1,4,4,1,2,3,1,1,3,2,2,2,2,2,1,2,4,4,3,3,1,2,3,3,23.6,1,4,36
1,0,4,2,1,3,1,0,1,4,4,1,2,3,1,1,3,2,2,2,2,2,1,1,4,4,2,3,1,2,3,3,12.6,1,4,36
1,0,4,2,1,3,1,0,1,4,4,2,2,3,1,2,7,2,2,2,2,2,1,2,4,4,2,3,1,1,3,3,2.4,1,4,31
8,2,4,2,1,3,1,0,1,4,4,2,2,3,1,2,7,2,2,2,2,2,1,3,4,4,2,3,1,1,3,3,5.2,1,4,31
1,2,5,-1,2,1,1,-1,1,10,-1,2,2,6,8,2,7,1,2,2,2,2,2,1,4,4,2,4,2,2,2,3,35.0,0,4,23
3,2,5,-1,2,1,1,-1,1,10,-1,2,2,6,8,2,7,1,2,2,2,2,2,1,4,4,1,4,2,2,2,3,150.0,0,4,23
11,0,2,1,-1,1,2,-1,1,51,2,1,2,2,9,5,4,2,2,1,2,2,1,3,4,4,1,-1,3,2,4,3,6.1,1,4,78
9,0,6,1,-1,1,1,-1,1,7,4,1,2,3,1,3,6,1,2,2,2,2,1,3,4,4,1,3,2,2,4,3,5.6,0,4,42
1,0,6,1,-1,1,1,-1,1,7,4,2,2,3,2,6,6,1,2,2,2,2,2,1,4,4,1,3,2,2,4,3,5.8,2,4,49
1,4,4,3,0,2,1,0,1,17,4,1,2,3,1,6,3,1,2,2,1,2,1,1,4,4,2,1,2,2,3,3,101.0,0,4,51
9,0,2,1,-1,1,2,-1,2,6,4,2,2,2,9,2,6,1,2,2,2,2,1,3,4,4,2,1,2,3,-1,3,11.5,0,3,74
1,5,4,1,0,2,1,0,2,3,5,1,2,3,1,3,4,2,2,1,2,2,2,1,4,4,2,4,1,1,3,3,150.0,0,2,39
3,4,5,1,1,3,1,1,1,9,-1,1,2,6,8,2,5,2,2,1,2,2,3,1,4,4,2,4,3,3,1,3,69.0,0,4,19
3,5,4,2,1,1,1,0,1,25,-1,1,2,6,8,2,7,2,2,1,2,2,2,1,4,4,2,4,2,2,4,3,235.0,0,5,24
5,4,2,1,0,1,1,0,1,34,4,1,2,2,9,2,7,2,2,2,2,2,1,3,4,4,3,3,1,1,3,3,43.5,1,4,69
5,4,2,1,0,1,1,0,1,34,4,2,2,2,9,6,3,2,2,2,2,2,1,3,4,4,3,3,2,2,3,3,43.5,1,4,67
10,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,3,4,4,1,-2,-2,-2,-2,3,15.0,1,-2,-1
9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,3,4,4,1,-1,-1,-1,-1,3,9.1,1,-1,-1
1,2,4,2,-1,3,1,-1,1,30,5,1,2,3,1,3,6,1,2,2,2,2,1,1,4,4,1,3,2,2,3,3,58.0,1,5,60
1,0,4,3,1,3,1,0,1,15,4,2,2,3,2,6,3,2,2,2,2,2,1,1,4,4,1,2,1,3,3,3,6.0,1,5,46
7,1,2,1,0,1,1,0,1,45,4,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,3,4,4,1,1,2,2,3,3,7.6,1,5,-1
7,0,2,1,0,1,1,0,1,45,4,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,3,4,4,1,1,2,2,3,3,7.1,1,5,-1
11,0,3,2,0,2,1,1,1,5,6,2,2,3,2,3,3,2,2,2,2,2,1,3,4,4,1,3,2,1,2,3,0.5,1,3,47
4,0,3,2,0,2,1,1,1,5,6,2,2,3,2,3,3,2,2,2,2,2,1,3,4,4,1,3,2,1,2,3,6.7,1,3,47
6,4,3,2,0,2,1,1,1,5,6,2,2,3,2,3,3,2,2,2,2,2,1,3,4,4,1,3,2,1,2,3,40.0,1,3,47
7,0,4,2,0,4,1,3,1,6,-1,1,2,6,8,8,1,2,2,2,2,2,1,3,4,4,1,4,2,2,4,3,6.5,0,4,19
7,2,1,1,-1,1,2,-1,2,23,2,2,2,1,9,8,3,1,2,2,2,2,1,3,4,4,2,1,3,3,3,3,16.1,1,-1,65
1,0,1,1,0,1,1,0,2,4,2,1,2,1,2,6,3,2,2,2,2,2,1,1,4,4,1,4,4,4,1,3,0.9,1,5,40
4,4,4,2,1,1,1,1,1,6,5,2,2,3,2,6,3,2,2,2,2,2,1,3,4,4,2,4,2,2,1,3,49.0,1,4,30
4,2,4,2,2,1,1,1,1,7,5,1,2,3,1,3,3,2,2,2,2,2,1,3,4,4,1,4,1,1,2,3,24.0,1,5,38
5,2,4,2,2,1,1,1,1,7,5,1,2,3,1,3,3,2,2,2,2,2,1,-1,4,4,1,4,1,1,2,3,25.0,1,5,38
1,0,4,2,0,1,1,1,1,5,6,1,2,3,1,1,6,1,2,2,2,2,1,2,4,4,2,4,2,2,4,3,9.1,1,3,41
1,0,4,2,0,1,1,1,1,5,6,1,2,3,1,1,6,1,2,2,2,2,1,2,4,4,2,4,2,2,4,3,9.1,1,3,41
8,1,4,1,0,1,1,0,1,5,3,2,1,3,5,2,6,1,2,2,2,2,1,3,4,4,4,1,3,2,2,3,28.2,1,5,35
6,0,4,2,1,1,1,0,1,7,4,2,2,3,2,5,4,2,2,2,2,2,1,3,4,4,1,4,-1,-1,3,3,7.6,1,4,41
1,3,2,2,0,2,1,0,2,1,5,1,2,2,1,6,3,2,2,2,2,2,1,-1,4,4,4,3,3,2,3,3,32.8,1,3,31
1,4,2,2,0,2,1,0,2,1,5,1,2,2,1,6,3,2,2,2,2,2,1,1,4,4,2,3,3,2,3,3,85.0,1,3,31
1,3,2,2,0,2,1,0,2,4,5,2,2,2,1,8,6,2,2,2,2,2,1,2,4,4,2,4,2,1,3,3,8.5,1,5,30
1,3,2,2,0,2,1,0,2,4,5,2,2,2,1,8,6,2,2,2,2,2,1,1,4,4,2,4,2,1,3,3,8.5,1,5,30
8,2,2,2,0,2,1,1,1,0,4,2,2,2,2,6,5,2,2,2,2,2,1,-1,4,4,3,3,2,1,3,3,19.2,1,2,25
1,2,2,2,0,2,1,1,1,0,4,2,2,2,2,6,5,2,2,2,2,2,1,1,4,4,2,3,2,1,3,3,15.3,1,2,25
1,2,4,1,1,2,1,0,1,7,4,1,2,3,1,6,6,2,2,1,2,2,2,1,4,4,4,4,1,1,4,3,189.2,0,4,39
1,2,4,1,1,2,1,-1,1,7,4,1,2,3,1,6,6,2,2,1,2,2,2,1,4,4,4,4,1,1,4,3,189.2,0,4,39
4,3,2,2,1,2,1,0,1,15,4,2,2,2,2,6,4,2,2,2,2,2,1,3,4,4,1,3,2,1,3,3,45.0,1,4,45
1,2,2,2,0,2,1,0,2,3,6,1,2,3,1,1,7,1,2,2,2,2,1,2,4,4,2,2,3,3,4,3,7.5,1,3,61
11,2,2,2,0,2,1,0,2,3,6,1,2,3,1,1,7,1,2,2,2,2,1,3,4,4,3,2,3,3,4,3,14.8,1,3,61
4,2,2,1,0,1,1,0,1,36,2,2,2,2,1,5,2,2,2,2,2,2,1,3,4,4,2,1,1,3,4,3,12.7,1,4,58
1,1,4,1,0,1,1,0,1,12,3,1,2,3,1,6,3,2,1,2,2,2,1,1,4,4,3,1,2,2,4,3,16.1,0,4,47
1,2,4,2,-1,3,1,-1,2,4,4,1,2,3,1,1,3,2,2,2,2,2,-1,2,4,4,2,4,2,1,3,3,7.5,1,4,34
1,2,4,2,-1,3,1,-1,2,4,4,1,2,3,1,1,3,2,2,2,2,2,-1,1,4,4,2,4,2,1,3,3,4.6,1,4,34
1,2,4,2,-1,3,1,-1,2,4,4,1,2,3,1,1,3,2,2,2,2,2,-1,1,4,4,2,4,2,1,3,3,7.0,1,4,34
4,0,4,2,-1,2,1,-1,2,4,4,2,2,3,6,8,3,2,2,2,2,2,1,3,4,4,1,4,2,1,3,3,6.7,1,5,29
8,0,4,2,-1,2,1,-1,2,4,4,2,2,3,6,8,3,2,2,2,2,2,1,3,4,4,1,4,2,1,3,3,0.5,2,5,29
1,2,2,1,0,1,1,0,1,32,4,1,2,2,1,6,3,2,2,2,2,2,1,2,4,4,2,4,1,1,3,3,10.0,1,5,61
1,2,2,1,0,1,1,0,1,32,4,1,2,2,1,6,3,2,2,2,2,2,1,1,4,4,2,4,1,1,3,3,10.0,1,5,61
8,0,2,1,0,1,1,0,1,32,4,1,2,2,1,6,3,2,2,2,2,2,1,3,4,4,2,4,1,1,3,3,12.1,1,5,61
1,1,2,1,0,1,1,0,2,22,4,1,2,3,1,6,3,2,2,1,2,2,2,1,4,4,1,2,2,2,1,3,47.0,0,4,53
9,3,2,1,0,0,2,0,2,18,3,1,2,2,1,6,2,2,2,2,2,2,1,3,4,4,1,2,2,2,1,3,18.0,1,4,64
9,3,2,1,0,0,2,0,2,18,3,2,2,2,2,3,3,1,2,2,2,2,2,3,4,4,1,1,1,3,4,3,18.0,1,4,62
4,6,2,2,1,1,1,1,1,20,4,1,2,2,1,3,3,2,2,2,2,2,1,3,4,4,2,2,1,1,4,3,282.0,1,2,53
4,0,2,2,1,1,1,1,1,20,4,2,2,2,6,8,3,2,2,2,2,2,1,3,4,4,2,2,1,1,3,3,11.9,1,4,51
4,0,2,1,-1,1,1,-1,1,27,3,2,2,2,9,6,3,1,2,2,2,2,1,3,4,4,1,-1,-1,-1,4,3,4.9,0,5,65
-1,0,2,1,-1,1,1,-1,1,27,3,1,2,2,9,6,3,1,2,2,2,2,1,3,4,4,1,-1,-1,-1,3,3,4.9,1,4,69
3,3,4,2,0,3,1,0,-1,12,-1,1,1,6,8,8,2,1,2,2,2,2,3,1,4,4,2,2,2,3,1,3,69.0,0,4,19
4,0,4,2,-1,-1,1,0,1,13,6,2,1,3,6,8,3,2,2,2,2,2,1,3,4,4,4,1,2,3,3,3,15.41,1,4,56
3,3,4,2,0,3,1,0,1,13,-1,1,1,6,8,8,2,2,2,2,1,2,3,1,4,4,2,1,1,2,1,3,69.0,0,4,17
4,0,2,1,0,0,2,0,1,35,5,1,2,2,9,8,4,1,2,2,2,2,1,3,4,2,2,-1,-1,-1,3,3,6.0,1,-1,73
1,0,3,1,0,2,1,1,1,23,4,1,2,3,1,6,3,1,2,2,2,2,1,-1,4,2,6,3,2,2,3,3,73.74,1,4,58
1,0,3,1,0,2,1,1,1,23,4,2,2,3,2,7,2,1,2,2,2,2,1,2,4,2,2,2,2,2,3,3,5.0,1,4,51
1,0,3,2,0,2,1,0,1,1,6,1,2,3,1,1,6,2,2,2,2,2,1,1,4,2,2,4,1,1,1,3,3.4,1,5,35
10,6,4,1,1,2,1,1,2,8,4,2,2,3,2,6,3,1,1,2,1,2,2,3,4,2,2,4,1,2,3,3,164.0,1,4,37
4,0,2,1,0,1,1,0,1,5,3,1,2,2,9,6,3,2,2,2,2,2,-1,3,4,2,2,-1,-1,-1,4,3,4.0,1,5,63
4,0,2,1,0,1,1,0,1,5,3,2,2,5,6,6,2,1,2,2,2,2,2,3,4,2,2,1,2,2,4,3,4.0,1,5,58
1,6,4,2,0,4,1,1,1,10,5,1,2,3,1,6,6,1,2,2,2,2,1,1,4,2,2,1,3,2,4,3,180.0,0,4,47
9,1,4,2,0,4,1,1,1,10,5,1,2,3,1,6,6,1,2,2,2,2,1,3,4,2,2,1,3,2,4,3,6.5,1,4,47
11,0,1,2,0,1,1,0,1,5,4,2,2,4,5,1,3,2,2,2,2,2,1,3,4,2,1,3,1,1,3,3,3.0,1,5,48
4,0,1,2,0,1,1,0,1,5,4,2,2,4,5,1,3,2,2,2,2,2,1,3,4,2,1,3,1,1,3,3,3.0,1,5,48
1,3,2,2,1,1,1,-1,1,34,1,1,2,2,9,5,3,2,2,2,2,2,1,1,4,2,1,4,-1,-1,1,3,46.0,1,5,68
1,1,5,1,1,1,1,1,1,13,5,1,2,3,1,3,6,2,2,2,1,2,2,1,4,2,2,2,3,-1,4,3,116.0,0,3,45
10,0,4,2,-1,1,1,-1,1,4,3,1,2,3,1,3,7,1,2,2,2,2,1,3,8,1,1,4,2,2,3,3,6.0,1,1,33
11,0,4,2,-1,1,1,-1,1,4,3,2,2,3,2,3,6,2,2,2,2,2,1,3,8,1,1,3,2,1,3,3,6.5,1,3,29
4,1,1,1,0,0,2,0,1,20,1,2,2,1,9,4,6,2,2,2,2,2,2,3,8,1,5,4,3,3,3,3,32.5,1,1,67
11,4,1,1,0,0,2,0,1,20,1,2,2,1,9,4,6,2,2,2,2,2,2,3,8,1,1,4,3,3,3,3,15.0,1,1,67
4,0,1,1,-1,1,2,-1,2,2,3,1,1,1,1,1,6,1,2,2,2,2,1,3,8,1,2,3,2,-1,1,3,12.0,1,2,30
4,4,1,1,-1,1,2,-1,2,2,3,1,1,1,1,1,6,1,2,2,2,2,1,3,8,1,2,3,2,-1,1,3,66.0,1,2,30
4,0,3,1,0,1,1,-1,1,16,-1,2,1,3,3,6,3,1,2,2,2,2,1,3,8,1,3,4,2,3,3,3,18.3,1,5,46
8,0,3,1,0,1,1,-1,1,16,-1,2,1,3,3,6,3,1,2,2,2,2,1,3,8,1,2,4,2,3,3,3,7.0,1,5,46
9,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,3,8,1,4,-2,-2,-2,-2,3,20.0,1,-2,-1
4,2,2,1,0,1,1,0,2,6,2,2,2,4,2,6,3,2,2,2,2,2,1,3,8,1,4,3,2,2,4,3,50.5,1,5,46
9,0,4,2,1,2,1,1,1,18,5,2,2,3,2,5,3,2,2,2,2,2,1,3,8,1,2,3,2,1,3,3,0.6,1,3,38
6,0,4,2,1,2,1,1,1,18,5,2,2,3,2,5,3,2,2,2,2,2,1,3,8,1,2,3,2,1,3,3,6.0,1,3,38
8,0,4,2,1,2,1,1,1,18,5,2,2,3,2,5,3,2,2,2,2,2,1,3,8,1,2,3,2,1,3,3,18.0,1,3,38
8,4,4,2,1,2,1,1,1,18,5,2,2,3,2,5,3,2,2,2,2,2,1,3,8,1,2,3,2,1,3,3,39.0,1,3,38
3,2,4,2,1,2,1,1,1,18,5,2,2,3,2,5,3,2,2,2,2,2,1,1,8,1,2,3,2,1,3,3,26.0,1,3,38
8,0,2,1,0,1,1,0,2,3,3,1,2,2,1,7,3,2,2,2,2,2,1,3,8,1,6,3,2,1,4,3,57.5,0,5,57
1,2,6,2,0,1,1,0,1,2,3,2,1,7,2,6,3,2,1,2,2,2,1,1,4,4,2,2,-1,-1,3,4,52.0,1,4,41
1,2,3,1,0,2,1,1,1,21,6,1,1,3,1,3,7,2,2,1,2,2,1,1,4,4,2,1,3,4,3,4,26.0,0,2,53
9,0,2,1,0,2,1,1,1,33,6,1,1,2,9,2,7,1,2,2,2,2,1,3,4,4,2,1,2,1,3,4,21.0,0,2,67
1,0,2,1,0,1,1,-1,-1,2,5,1,1,3,9,2,3,1,2,2,1,2,1,1,4,4,2,-1,-1,-1,4,4,22.0,0,5,65
4,0,2,2,0,2,1,0,1,31,3,2,1,3,9,3,2,1,2,2,2,2,1,3,4,4,2,1,2,3,4,4,22.0,0,4,64
9,5,2,1,0,1,1,1,1,30,6,2,1,2,2,2,7,1,2,2,2,2,1,-1,4,4,4,3,2,3,3,4,69.0,1,3,62
4,1,2,2,0,1,1,0,1,10,6,2,1,7,9,-1,4,2,2,1,2,2,1,3,4,4,3,1,2,3,3,4,17.7,0,4,66
10,3,2,2,0,1,1,0,1,33,6,1,1,7,9,-1,6,2,2,1,2,2,1,3,4,4,2,3,2,2,4,4,17.5,0,4,77
8,2,2,2,0,3,1,0,1,24,6,1,1,2,9,1,7,1,2,2,2,2,1,3,4,4,1,3,2,3,3,4,9.5,1,5,70
2,2,2,1,1,2,1,0,1,28,5,1,1,2,1,3,7,1,2,2,2,2,1,1,4,4,1,2,-1,-1,4,4,13.0,1,4,54
9,2,3,1,0,2,1,0,1,30,3,1,1,3,9,2,7,2,2,1,2,2,1,3,4,4,2,2,2,4,2,4,29.0,0,3,72
7,5,3,1,0,2,1,0,1,30,3,1,1,3,9,2,7,2,2,1,2,2,1,3,4,4,2,2,2,4,2,4,302.0,0,3,72
10,0,2,2,0,2,1,-1,1,28,6,1,1,2,9,-1,3,1,2,2,2,2,1,3,4,4,2,1,2,2,3,4,20.5,0,5,63
4,0,2,2,0,2,1,0,1,28,6,2,1,2,9,-1,7,1,2,2,2,2,1,3,4,4,2,3,-1,3,3,4,20.5,0,1,62
1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,1,4,4,2,-1,-1,-1,-1,4,80.0,1,-1,-1
1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,1,4,4,2,-1,-1,-1,-1,4,80.0,1,-1,-1
10,2,1,1,0,2,1,0,1,26,4,1,1,1,9,6,3,2,2,2,2,2,1,3,4,4,2,1,2,2,3,4,34.0,1,4,67
10,4,1,1,0,2,1,0,1,26,4,1,1,1,9,6,3,2,2,2,2,2,1,3,4,4,2,1,2,2,3,4,25.5,1,4,67
9,2,5,1,0,3,1,0,1,11,6,2,1,3,2,6,7,1,1,2,2,2,2,3,4,4,1,-1,-1,-1,3,4,25.0,1,5,41
1,1,5,3,0,3,1,4,1,11,6,1,1,3,1,1,8,1,2,2,2,2,1,1,4,4,2,3,2,-1,3,4,26.5,1,5,53
1,2,3,2,0,5,1,1,1,10,6,1,1,3,1,2,7,1,2,2,2,2,1,2,4,4,2,3,2,2,4,4,18.5,1,5,33
1,1,2,1,0,0,2,0,1,12,2,1,1,2,1,8,-1,1,2,2,1,2,1,1,4,4,2,-1,-1,-1,2,4,25.0,1,4,73
7,0,4,1,2,2,1,0,1,4,5,1,1,3,1,6,6,1,2,2,2,2,1,3,4,4,1,2,4,-1,4,4,2.0,2,5,45
4,0,4,1,0,2,1,0,1,4,5,2,2,3,2,8,4,1,2,2,2,2,1,3,4,4,2,4,1,1,3,4,22.0,1,5,44
4,0,4,4,1,4,1,5,1,13,-1,2,1,3,2,6,4,1,2,2,2,2,1,3,4,4,1,-1,-1,3,3,4,4.5,1,5,58
1,2,2,1,0,2,1,2,1,14,6,2,1,2,1,3,4,1,2,2,1,2,2,1,4,4,2,2,2,2,4,4,16.5,0,5,43
1,1,3,2,0,2,1,1,1,3,6,1,1,3,2,2,7,1,2,2,1,2,1,2,4,4,3,3,2,2,3,4,11.0,1,3,36
8,5,3,2,0,2,1,1,1,3,6,2,1,3,2,1,7,1,2,2,2,2,1,-1,4,4,4,1,4,1,3,4,46.5,1,2,34
2,4,3,2,0,2,1,1,1,3,6,2,1,3,2,1,7,1,2,2,2,2,1,1,4,4,2,1,4,1,3,4,29.0,1,2,34
1,6,2,1,1,2,1,1,1,4,6,1,1,7,1,1,7,1,2,2,2,2,1,-1,4,4,4,1,4,3,1,4,100.5,1,4,48
10,1,5,1,0,4,1,1,1,5,6,1,2,3,1,2,7,1,2,2,2,2,1,3,4,4,2,4,2,-1,3,4,5.5,1,5,42
10,0,5,1,0,4,1,1,1,5,6,1,2,3,1,2,7,1,2,2,2,2,1,3,4,4,2,4,2,-1,3,4,5.5,1,5,42
10,1,5,1,0,4,1,1,1,5,6,1,2,3,1,2,7,1,2,2,2,2,1,3,4,4,2,4,2,-1,3,4,5.5,1,5,42
1,3,5,1,0,4,1,1,1,5,6,1,2,3,1,2,7,1,2,2,2,2,1,1,4,4,1,4,2,-1,3,4,155.0,0,5,42
1,2,2,1,1,1,1,2,1,6,6,1,1,2,1,3,4,1,2,2,1,2,1,1,4,4,2,1,2,2,3,4,18.5,0,6,47
9,0,2,1,1,1,1,2,1,6,6,1,1,2,1,3,4,1,2,2,1,2,1,3,4,4,3,1,2,2,3,4,16.05,1,6,47
1,0,4,0,0,1,1,0,1,6,5,2,1,3,2,2,6,1,2,2,2,2,2,2,4,4,2,2,3,4,4,4,19.5,0,3,37
9,0,2,1,0,1,1,1,1,6,4,2,1,4,2,6,4,1,2,2,2,2,2,3,4,4,2,3,2,2,3,4,16.0,0,5,41
7,6,4,0,0,2,1,0,2,1,3,2,1,3,6,8,3,2,2,1,2,2,3,3,4,4,2,3,2,-1,2,4,210.0,0,3,38
1,2,1,1,0,2,1,0,2,4,3,2,1,1,2,8,6,1,2,2,2,2,1,2,4,4,3,3,2,3,3,4,13.0,1,5,48
9,0,2,1,0,1,1,0,1,6,6,1,1,2,9,1,3,1,2,2,1,2,1,3,4,4,1,1,3,2,1,4,11.0,0,4,70
9,0,2,1,0,1,1,0,1,6,6,1,1,2,9,1,3,1,2,2,1,2,1,3,4,4,1,1,3,2,1,4,11.0,0,4,70
1,3,1,1,0,1,1,0,1,7,5,2,1,1,2,6,6,2,1,2,2,2,1,1,4,4,1,4,-1,-1,3,4,5.0,0,4,51
9,1,1,1,0,1,1,0,1,7,3,2,1,1,2,6,7,1,2,2,1,2,1,3,4,4,2,3,-1,-1,1,4,19.0,0,5,49
9,1,1,1,0,1,1,0,1,7,3,2,1,1,2,6,7,1,2,2,1,2,1,3,4,4,2,3,-1,-1,1,4,19.0,0,5,49
1,0,1,1,0,1,1,0,2,2,3,2,1,1,1,6,3,1,2,2,1,2,1,1,4,4,2,2,2,3,3,4,18.0,0,4,33
9,1,1,1,0,1,1,0,2,2,3,2,1,1,1,6,3,1,2,2,1,2,1,3,4,4,2,2,2,3,3,4,7.0,1,4,33
1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,2,4,4,2,-1,-1,-1,-1,4,28.0,1,-1,-1
1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,2,4,4,2,-1,-1,-1,-1,4,28.0,1,-1,-1
1,2,2,2,0,2,1,2,1,4,6,1,1,7,1,3,4,1,2,2,2,2,1,2,4,4,2,4,2,2,4,4,28.0,1,4,45
1,4,2,2,0,2,1,2,1,4,6,1,1,7,1,3,4,1,2,2,2,2,1,2,4,4,3,4,2,2,4,4,31.5,1,4,45
